blockNumber,txHash,token_symbols,token_addresses,pools,pool_addresses
16086978,0x5929589206d8bf200ab1dde72c2505b3911c6aa5b163cd1227ab2457eb0c71a3,Ly WETH USDT XCAD,0x8686525d6627a25c68de82c228448f43c97999f2 0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2 0xdac17f958d2ee523a2206206994597c13d831ec7 0x7659ce147d0e714454073a5dd7003544234b6aa0,XCAD-USDT(usp2) Ly-WETH(usp2) XCAD-WETH(usp2),0x6f118ecebc31a5ffe49b87c47ea80f93a2af0a8a 0xc05371628f77cd274d111ec9621b5d85f5945da2 0xa14e051af256157ce093aa54cb3b2f775358f559
16086978,0x2502e1dd7e3e9a432fc55ec024bb1a28000900e55572676953170874dad2b6cb,CREAM WETH,0x2ba592f78db6436527729929aaf6c908497cb200 0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,CREAM-WETH(sush),0xf169cea51eb51774cf107c88309717dda20be167
16086980,0xab9b88babad8bb09ee486c2ea0758735a5703c78dcaa81b5b64778188cf590ba,CREAM WETH,0x2ba592f78db6436527729929aaf6c908497cb200 0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,CREAM-WETH(sush),0xf169cea51eb51774cf107c88309717dda20be167
16086986,0xacb9fcba89f6a9f701339eeab921efebea62dd4ee11df62147b719cfacdb8ec9,WETH FNX,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2 0xef9cd7882c067686691b6ff49e650b43afbbcc6b,WETH-FNX(usp2) WETH-FNX(sush),0x722885cab8be10b27f359fcb225808fe2af07b16 0xaa500101c73065f755ba9b902d643705ef2523e3
16086990,0x9d173b71ec0c5bbe245683c1cd90e3afe1508d2ed03b0eb00304cd35e5ee85eb,CREAM WETH,0x2ba592f78db6436527729929aaf6c908497cb200 0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,CREAM-WETH(sush),0xf169cea51eb51774cf107c88309717dda20be167
16086991,0xfe276921762eecc93013f2667e783164d173c0fa536e2cfa5f479725502f84ea,USDC WETH wstETH,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48 0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2 0x7f39c581f595b53c5cb19bd0b3f8da6c935e2ca0,USDC-WETH-0.0005(usp3),0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640
16086991,0x1b7eaaf712a11ce5fba399bac0761efbd271fd2e13c1a8dae4beb9f831a4d04d,WETH HUNT USDT,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2 0x9aab071b4129b083b01cb5a0cb513ce7eca26fa5 0xdac17f958d2ee523a2206206994597c13d831ec7,HUNT-USDT-0.003(usp3) WETH-USDT-0.0005(usp3) HUNT-WETH-0.003(usp3),0x54578b6f942aeb23b67a8cef24220651306b8e26 0x11b815efb8f581194ae79006d24e0d814b7697f6 0xe2680fd7cdbb04e9087a647ad4d023ef6c8fb4e2
16086992,0xea23ac11077f4a57b250278cbdbdab1fd50bd939a7fc19d22b36b8d42af98f2f,USDC WETH agEUR,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48 0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2 0x1a7e4e63778b4f12a199c062f3efdd288afcbce8,agEUR-USDC-0.0001(usp3) agEUR-WETH-0.0005(usp3) USDC-WETH-0.0005(usp3),0x735a26a57a0a0069dfabd41595a970faf5e1ee8b 0x8db1b906d47dfc1d84a87fc49bd0522e285b98b9 0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640
16086993,0x2663d634bf372f00a9e76aaa35aa5fd8322c7b2667c7a7d479f708a2890bb36d,FRAX WETH USDT SUSHI,0x853d955acef822db058eb8505911ed77f175b99e 0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2 0xdac17f958d2ee523a2206206994597c13d831ec7 0x6b3595068778dd592e39a122f4f5a5cf09c90fe2,WETH-USDT-0.0005(usp3) SUSHI-FRAX(sush) SUSHI-WETH(sush) FRAX-USDT-0.0005(usp3),0x11b815efb8f581194ae79006d24e0d814b7697f6 0xe06f8d30ac334c857fc8c380c85969c150f38a6a 0x795065dcc9f64b5614c407a6efdc400da6221fb0 0xc2a856c3aff2110c1171b8f942256d40e980c726
16086994,0x7238e19f581c3d4d963ddb520da558aad0be794b3e670d4ff75be1a5ea2ca544,sETH2 WETH SWISE,0xfe2e637202056d30016725477c5da089ab0a043a 0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2 0x48c3399719b582dd63eb5aadf12a40b4c3f52fa2,SWISE-sETH2-0.003(usp3) WETH-sETH2-0.0005(usp3) SWISE-WETH-0.010(usp3),0x992f534fcc87864875224d142d6bf054b1882160 0xdadcf64babfb566785f1e9dfc4889c5e593dddc7 0x15d12305d0f57c99d947e66d4164094ffccf78fc
16086994,0x77108cf326ceb00ae8e2a3bd3c759996f6a84dcf9ca63af7d3b2ce70e5902b15,USDC XSGD WETH WBTC,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48 0x70e8de73ce538da2beed35d14187f6959a8eca96 0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2 0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,WBTC-XSGD-0.003(usp3) USDC-WETH-0.0005(usp3) XSGD-USDC-0.0005(usp3),0xbc32d18c5c1138094dabeb3b4d5b720db75c823c 0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640 0x6279653c28f138c8b31b8a0f6f8cd2c58e8c1705
16086996,0x9aa1c16503c9a2a533e48e800a5a209ecb91128f2b2d7780f5d1a7357bd936c5,SHIT WETH,0x4e4a47cac6a28a62dcc20990ed2cda9bc659469f 0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,SHIT-WETH-0.010(usp3) SHIT-WETH(usp2),0x93c212b82c41dc99ba8ff5b21e03946da567ae6f 0x9112d1761124d4ec7aca02014d6e215970f87e33
16086996,0x006b7b399189a5f5339d72521ca809bb286e3862ee1f7cca621b01f2c80a5e77,USDC WETH,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48 0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,USDC-WETH-0.0005(usp3),0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640
16086996,0xb10017fede2a3a7b8111c28713ac13243dee3a81fff80dfb768b3a66af4b8fc4,BXX WETH,0x6b1a8f210ec6b7b6643cea3583fb0c079f367898 0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,BXX-WETH-0.010(usp3) BXX-WETH(usp2),0xea9ac7b7dd7cce52b83d63c355d61900e1ce8e30 0x91204649a5c9ab2cadfc2089fd22ed0fbfe170ed
16086996,0xf32248aee09ff5ab847470ad44159d56199fa1fe9aaa1b037755f656f77843c0,RAI WETH DAI,0x03ab458634910aad20ef5f1c8ee96f1d6ac54919 0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2 0x6b175474e89094c44da98b954eedeac495271d0f,DAI-WETH-0.0005(usp3) RAI-WETH(usp2) RAI-DAI-0.0005(usp3),0x60594a405d53811d3bc4766596efd80fd545a270 0x8ae720a71622e824f576b4a8c03031066548a3b1 0xcb0c5d9d92f4f2f80cce7aa271a1e148c226e19d
16086996,0x060c0b6c5b330cbde91b3c87e6e8828e01d76a02ced166bc3f789caebf61559a,MIM USDC GYEN WETH REQ,0x99d8a9c45b2eca8864373a26d1459e3dff1e17f3 0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48 0xc08512927d12348f6620a698105e1baac6ecd911 0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2 0x8f8221afbb33998d8584a2b05749ba73c37a938a,MIM-USDC-0.0005(usp3) DAI_20.00/USDC_18.46/WETH_15.38/REQ_46.15(blcr) USDC-GYEN-0.0005(usp3) REQ-WETH(usp2) USDC-WETH-0.0005(usp3) WETH-GYEN-0.0005(usp3) MIM-WETH(sush),0x298b7c5e0770d151e4c5cf6cca4dae3a3ffc8e27 0x69d460e01070a7ba1bc363885bc8f4f0daa19bf5 0x1837164d1ac7cb56d75c8964aab903a26ee02286 0x4a7d4be868e0b811ea804faf0d3a325c3a29a9ad 0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640 0x94d0ba2c98211852f0a41e13f83cbb522ebcc090 0x07d5695a24904cc1b6e3bd57cc7780b90618e3c4
16086996,0x760b091df0e100a8010df311bb47045c3beabd164cd98e3e40ac3889aa1006f3,CREAM USDC WETH,0x2ba592f78db6436527729929aaf6c908497cb200 0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48 0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,USDC-WETH-0.0005(usp3) CREAM-WETH(usp2),0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640 0xddf9b7a31b32ebaf5c064c80900046c9e5b7c65f
16086997,0x6da5eae987854bba05488eeec6f4fcd49648155589a39f897979a07495030cca,IFEX WALLET WETH USDT,0xa891cf72aeda692570928efe1a832342e9783cdc 0x88800092ff476844f74dc2fc427974bbee2794ae 0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2 0xdac17f958d2ee523a2206206994597c13d831ec7,WALLET-WETH-0.003(usp3) IFEX-WETH(usp2) IFEX-USDT(usp2) WALLET-USDT(sush),0x81e4be51d858362f38f94949f53083a83f536f0b 0xee7f0da829a62756a94ec6b5167f02798871429b 0x2909dcf566a55a020904c1995f88c260c75e2ce5 0x724934f5fdd0e938664a39b0b484d055e24f680e
16086999,0x959c8b8f3094881014f8dc722f7ef79f76375fee18dd266218b33f879c2ad234,MANA WETH wNXM,0x0f5d2fb29fb7d3cfee444a200298f468908cc942 0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2 0x0d438f3b5175bebc262bf23753c1e53d03432bde,wNXM-WETH(usp2) MANA-WETH(sush),0x23bff8ca20aac06efdf23cee3b8ae296a30dfd27 0x1bec4db6c3bc499f3dbf289f5499c30d541fec97
16087000,0xa30d2c3f2befbed2842a5bc264562d1d113e1ad1835de4029859001bb48cf61a,USDC ICHI WETH wNXM,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48 0x111111517e4929d3dcbdfa7cce55d30d4b6bc4d6 0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2 0x0d438f3b5175bebc262bf23753c1e53d03432bde,ICHI-USDC-0.010(usp3) wNXM-ICHI-0.003(usp3) USDC-WETH-0.0001(usp3) wNXM-WETH(usp2),0x8f0350c8be74b4cb0458cbf04d16753000fda9d0 0x96467eae14bf1da07b5fedd07b2a4030b8f1481d 0xe0554a476a092703abdb3ef35c80e0d76d32939f 0x23bff8ca20aac06efdf23cee3b8ae296a30dfd27
16087001,0xeb7a8be758409f33647e7724121a1a18b1cb28e35607884ed35825cd20cf9eda,BNB BNT WETH,0xb8c77482e45f1f44de1745f52c74426c631bdd52 0x1f573d6fb3f13d689ff844b4ce37794d79a7ff1c 0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,BNT-WETH(usp2),0x3fd4cf9303c4bc9e13772618828712c8eac7dd2f
16087001,0x156dd67503f72b4462ee12e1413b8d9a25f5ea10dc88dd63010fd685060abc58,ICHI WETH wNXM,0x111111517e4929d3dcbdfa7cce55d30d4b6bc4d6 0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2 0x0d438f3b5175bebc262bf23753c1e53d03432bde,ICHI-WETH-0.0001(usp3) wNXM-ICHI-0.003(usp3) wNXM-WETH(usp2),0xe26f349579241af61c4b3f97cdf39abdd3211452 0x96467eae14bf1da07b5fedd07b2a4030b8f1481d 0x23bff8ca20aac06efdf23cee3b8ae296a30dfd27
16087001,0x0f97cc7565bcc29bc6d68ce4efa1ea5942780a96f24d05caf8d917337d29ad5c,BAL WETH,0xba100000625a3754423978a60c9317c58a424e3d 0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH_50/BAL_50(blcr),0xe867be952ee17d2d294f2de62b13b9f4af521e9a
16087003,0x22ecfca7c464ca11a3e1629cd7dc57ca696492e697e5fb4df937857798a25ba5,CREAM WETH,0x2ba592f78db6436527729929aaf6c908497cb200 0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,CREAM-WETH(sush),0xf169cea51eb51774cf107c88309717dda20be167
16087003,0x4147f34539666ccb8b35d0feae994a2d6b9a61500f0a21c0a91f41ad928b3866,BNT USDC WETH,0x1f573d6fb3f13d689ff844b4ce37794d79a7ff1c 0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48 0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,USDC-WETH-0.0001(usp3),0xe0554a476a092703abdb3ef35c80e0d76d32939f
16087004,0xe6bd1d8b8e11f937a3a69763a3660a98b3b133abfc57abd5ad7d63cf0e91ef30,CREAM WETH,0x2ba592f78db6436527729929aaf6c908497cb200 0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,CREAM-WETH(sush),0xf169cea51eb51774cf107c88309717dda20be167
16087005,0xe47667a170a1679851a07924b347b8c2f8d01897f70d730b6b551caa62d4dd07,BXX WETH,0x6b1a8f210ec6b7b6643cea3583fb0c079f367898 0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,BXX-WETH-0.010(usp3) BXX-WETH(usp2),0xea9ac7b7dd7cce52b83d63c355d61900e1ce8e30 0x91204649a5c9ab2cadfc2089fd22ed0fbfe170ed
16087006,0x38549c8fa24eebf12f7c1dd9b161098d168b3c2cea757b4496e001729cf89894,WETH FREE,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2 0x2f141ce366a2462f02cea3d12cf93e4dca49e4fd,FREE-WETH-0.003(usp3) FREE-WETH(usp2),0xbedf43fe5df23e163e5a844c3f6fbbe4d77e5113 0xb3f39c3108cd45e1112d8bc9ae3cd5a110a7cebd
16087009,0x19c5ac5d6081b0f18260046dbf29e658b2352776fe6379fd9234ac61ff0bcd0b,CREAM USDC DEVT WETH CVP,0x2ba592f78db6436527729929aaf6c908497cb200 0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48 0xb5c578947de0fd71303f71f2c3d41767438bd0de 0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2 0x38e4adb44ef08f22f5b5b76a8f0c2d0dcbe7dca1,USDC-DEVT-0.003(usp3) CREAM-WETH(usp2) USDC-DEVT(usp2) CVP-WETH(usp2),0xcae20c46faa8010c40802f0e1d49fecede4a4a1d 0xddf9b7a31b32ebaf5c064c80900046c9e5b7c65f 0x040a4b89daa1eb4249a89e702a40515a14e0c143 0x12d4444f96c644385d8ab355f6ddf801315b6254
16087009,0x4cd7aa6331e5cb722a6458b5d3899630ef4049ac80153d4155c48f15f713c358,BXX WETH,0x6b1a8f210ec6b7b6643cea3583fb0c079f367898 0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,BXX-WETH-0.010(usp3) BXX-WETH(usp2),0xea9ac7b7dd7cce52b83d63c355d61900e1ce8e30 0x91204649a5c9ab2cadfc2089fd22ed0fbfe170ed
16087009,0x0459ce71addc3aa5d8fd970b7850a1ad9cd761db9591b46403ca009533f20c22,3Crv T WETH DAI,0x6c3f90f043a72fa612cbac8115ee7e52bde6e490 0x6967299e9f3d5312740aa61dee6e9ea658958e31 0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2 0x6b175474e89094c44da98b954eedeac495271d0f,T-DAI-0.010(usp3) 3pool(curv),0x1f8c8e0e88ea8964b1d60956d106a20b27e61ef6 0xbebc44782c7db0a1a60cb6fe97d0b483032ff1c7
16087012,0x99847d4e6741d04d4f334301ed0c3e9e0dd9a669df5c7a40d145c16078c0c00c,BXX WETH,0x6b1a8f210ec6b7b6643cea3583fb0c079f367898 0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,BXX-WETH-0.010(usp3) BXX-WETH(usp2),0xea9ac7b7dd7cce52b83d63c355d61900e1ce8e30 0x91204649a5c9ab2cadfc2089fd22ed0fbfe170ed
16087015,0x90b703ccc994e414448324728974490fb1f1e57081a3ba8fe33774a1187ccd4e,BXX WETH,0x6b1a8f210ec6b7b6643cea3583fb0c079f367898 0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,BXX-WETH-0.010(usp3) BXX-WETH(usp2),0xea9ac7b7dd7cce52b83d63c355d61900e1ce8e30 0x91204649a5c9ab2cadfc2089fd22ed0fbfe170ed
16087019,0xf3ccf420651778e36653d9de5de60283a159697fa8ce281335a88a16ad3f522c,USDC MPL WETH,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48 0x33349b282065b0284d756f0577fb39c158f935e6 0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,MPL-USDC(usp2) MPL_50/USDC_50(blcr),0x7b28470032da06051f2e620531adbaeadb285408 0xc1b10e536cd611acff7a7c32a9e29ce6a02ef6ef
16087021,0xeb3db5afb5441e062b758595e0258a095ffd16803759f66e017bd5c3b91f3f66,CREAM WETH,0x2ba592f78db6436527729929aaf6c908497cb200 0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,CREAM-WETH(sush),0xf169cea51eb51774cf107c88309717dda20be167
16087024,0xcbf91e77edafb9763bdf148618211c9fd4fdef71fa82d65e2f8e7a0ae5d064e2,CREAM WETH,0x2ba592f78db6436527729929aaf6c908497cb200 0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,CREAM-WETH(sush),0xf169cea51eb51774cf107c88309717dda20be167
16087025,0xd99ef4a06e314d511bd3fbc0b5d5069a2cc018ba3985cf321139e3dcdcc2789a,RSR WETH ALCX crvFRAX,0x320623b8e4ff03373931769a31fc52a4e78b5d70 0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2 0xdbdb4d16eda451d0503b854cf79d55697f90c8df 0x3175df0976dfa876431c2e9ee6bc45b65d3473cc,WETH-ALCX(sush) RSR-WETH-0.010(usp3),0xc3f279090a47e80990fe3a9c30d24cb117ef91a8 0xa3a9a863ed908aa95cb17e1781aa97e6693bf604
16087025,0x9b9f6e2c91216a0d4bc3c668fdbe054d1225755e24155f5af358449659f43f44,BXX WETH,0x6b1a8f210ec6b7b6643cea3583fb0c079f367898 0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,BXX-WETH-0.010(usp3) BXX-WETH(usp2),0xea9ac7b7dd7cce52b83d63c355d61900e1ce8e30 0x91204649a5c9ab2cadfc2089fd22ed0fbfe170ed
16087026,0x555a355bf848f3ef40c12b3159a0a0170e17ffd4d16c6db0d5efc7fde5832a83,BXX WETH,0x6b1a8f210ec6b7b6643cea3583fb0c079f367898 0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,BXX-WETH-0.010(usp3) BXX-WETH(usp2),0xea9ac7b7dd7cce52b83d63c355d61900e1ce8e30 0x91204649a5c9ab2cadfc2089fd22ed0fbfe170ed
16087026,0xea65bc6cdb494a071cec7613cc1f6ab5d3a47bf773f263127eb39ddb9359d7ce,BXX WETH,0x6b1a8f210ec6b7b6643cea3583fb0c079f367898 0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,BXX-WETH-0.010(usp3) BXX-WETH(usp2),0xea9ac7b7dd7cce52b83d63c355d61900e1ce8e30 0x91204649a5c9ab2cadfc2089fd22ed0fbfe170ed
16087032,0x152b256c757f065f83d2e5b360c9feb0a918730220f25b31795233dd5fe2d460,WETH USDT VR,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2 0xdac17f958d2ee523a2206206994597c13d831ec7 0x7d5121505149065b562c789a0145ed750e6e8cdd,WETH-USDT-0.0005(usp3) VR-USDT(usp2),0x11b815efb8f581194ae79006d24e0d814b7697f6 0x4085cafb2c519e6bf69ad410d91dbb6139948366
16087032,0x01f0fc23def78a7835bc2ca4f207514187f358594b8927da5874f301ca705edf,WETH REVV PROS,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2 0x557b933a7c2c45672b610f8954a3deb39a51a8ca 0x8642a849d0dcb7a15a974794668adcfbe4794b56,REVV-WETH(usp2) PROS-WETH(sush) REVV-PROS(usp2),0x724d5c9c618a2152e99a45649a3b8cf198321f46 0x19b80a02798feeaca61274104fd7047a6e569ba1 0x66cab8b4acc7d125d2b5683392d4f5614093dbf0
16087034,0xf175fafe195300c4bef42b927334210806da737ebfcf72e3c3eb65461dca5f5e,TYRANT WETH,0x8ee325ae3e54e83956ef2d5952d3c8bc1fa6ec27 0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,TYRANT-WETH(usp2) TYRANT-WETH-0.010(usp3),0x3af73bb96b335fc0fd2c4cf39ce95f3ff8c8de66 0x301f3bf35ed8572f53fbcfb81eda3daff96a827d
16087038,0xdbb4654bd6d3b8745eda40c0389a7afe8f70982e04c97b0ca639b8853289bbb2,OMI CREAM wOMI WETH UFT,0xed35af169af46a02ee13b9d79eb57d6d68c1749e 0x2ba592f78db6436527729929aaf6c908497cb200 0x04969cd041c0cafb6ac462bd65b536a5bdb3a670 0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2 0x0202be363b8a4820f3f4de7faf5224ff05943ab1,UFT_50/WETH_50(blcr) UFT-WETH(usp2) wOMI-WETH(usp2) (curv) WETH-OMI-0.003(usp3) CREAM-WETH(sush),0x7ae275fafdbcded0a4cdc6e25884b849f00efc48 0x99dfde431b40321a35deb6aeb55cf338ddd6eccd 0xb767c20d9773adce84d0f0a5bc64e2f114ad3076 0xee98d56f60a5905cbb52348c8719b247dafe60ec 0x71c1d309dea75c5a2feea55dbee68aac6768c12e 0xf169cea51eb51774cf107c88309717dda20be167
16087039,0x7a9e7aed83bcf3ef6527085564cb0dfc3c4c79bef6c9555191a832528dea79e3,USDC WETH PSP,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48 0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2 0xcafe001067cdef266afb7eb5a286dcfd277f3de5,USDC-PSP-0.003(usp3) USDC-WETH-0.0005(usp3),0x2739b0a16e169d2f14177a8e5efb3585eb99ced2 0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640
16087044,0x1d79a1ed56cc9bb2727ceeb2cfbb434de6a50757239633ae1a09249f66cfdba3,BNT USDC PSP,0x1f573d6fb3f13d689ff844b4ce37794d79a7ff1c 0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48 0xcafe001067cdef266afb7eb5a286dcfd277f3de5,USDC-PSP-0.003(usp3),0x2739b0a16e169d2f14177a8e5efb3585eb99ced2
16087046,0x6b917e44f7ebedd8bc9b8cbaee3015c3043eb93c1d6beb1b0a307c4b274ca44b,LUCKY HDRN POLY HEX WETH,0x6b0956258ff7bd7645aa35369b55b61b8e6d6140 0x3819f64f282bf135d62168c1e513280daf905e06 0x9d93692e826a4bd9e903e2a27d7fbd1e116efdad 0x2b591e99afe9f32eaa6214f7b7629768c40eeb39 0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,HEX-LUCKY-0.003(usp3) LUCKY-POLY-0.010(usp3) HDRN-POLY-0.003(usp3) HDRN-WETH-0.003(usp3) HEX-WETH-0.003(usp3),0x43d7d2d56c67a1e851764fb6a39cdfe54958ef28 0x76c3150bc80804ba808081022b0bca1b95901a2d 0x1c1cb0f537a7fcd0a1a99fb8a54ae21b5d1f1fd2 0x78d4704c65dfd869f7f44d78c3fbbbdb5b412c71 0x9e0905249ceefffb9605e034b534544684a58be6
16087046,0x2289ed6c07cd61526b770686b5b5878fc1aa41cbe0e0b3313c93a6bd19e9f2cf,CREAM WETH,0x2ba592f78db6436527729929aaf6c908497cb200 0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,CREAM-WETH(sush),0xf169cea51eb51774cf107c88309717dda20be167
16087052,0xff6eed4eaa6330591249b91cf297a2e149eb87062e544d0e218c0118374ee8b1,WETH CVP wNXM,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2 0x38e4adb44ef08f22f5b5b76a8f0c2d0dcbe7dca1 0x0d438f3b5175bebc262bf23753c1e53d03432bde,CVP-WETH(usp2) wNXM-WETH(usp2),0x12d4444f96c644385d8ab355f6ddf801315b6254 0x23bff8ca20aac06efdf23cee3b8ae296a30dfd27
16087054,0xef2388cc0d559660d28bba0afa19df77b28f8b72f624ae598dc7a2dd05b7b131,USDC WETH PSP,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48 0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2 0xcafe001067cdef266afb7eb5a286dcfd277f3de5,USDC-PSP-0.003(usp3) USDC-WETH-0.0001(usp3),0x2739b0a16e169d2f14177a8e5efb3585eb99ced2 0xe0554a476a092703abdb3ef35c80e0d76d32939f
16087058,0x6eba9b5c75099c922c99d2abceaf4d657fb68b3245ec305641d066f060d5aa1c,HEEL WETH,0xf941d3aabf2ee0f5589e68ba6047b8329592b366 0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH-HEEL(usp2),0x1123bb74bbcfcaa5e5e021547e38979a4a580c7d
16087059,0x0bfa71d3e00817fb50b7f7d9a97d84117e1195f9ba9e537caa00b108c65aa761,HEEL WETH,0xf941d3aabf2ee0f5589e68ba6047b8329592b366 0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH-HEEL(usp2),0x1123bb74bbcfcaa5e5e021547e38979a4a580c7d
16087059,0x045c69c8cb3e89a3571466092008794f2621b2b5fa13eaf747e674d2715a011d,BXX WETH,0x6b1a8f210ec6b7b6643cea3583fb0c079f367898 0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,BXX-WETH-0.010(usp3) BXX-WETH(usp2),0xea9ac7b7dd7cce52b83d63c355d61900e1ce8e30 0x91204649a5c9ab2cadfc2089fd22ed0fbfe170ed
16087060,0xb3b74d3abcb3b678d236d7ccf0d38e0af7ddd5cecb7b946a61ff8d58b7fd9550,WETH FNX,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2 0xef9cd7882c067686691b6ff49e650b43afbbcc6b,WETH-FNX(usp2) WETH-FNX(sush),0x722885cab8be10b27f359fcb225808fe2af07b16 0xaa500101c73065f755ba9b902d643705ef2523e3
16087061,0xb068783d27a08266215f0c916ecd8e5c1b6926466ab35c532dd57bf749aed7d1,BXX WETH,0x6b1a8f210ec6b7b6643cea3583fb0c079f367898 0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,BXX-WETH-0.010(usp3) BXX-WETH(usp2),0xea9ac7b7dd7cce52b83d63c355d61900e1ce8e30 0x91204649a5c9ab2cadfc2089fd22ed0fbfe170ed
16087063,0xa2a92c4dc6ff5d37871e9fe97d25d85c06c9ae9a2ccb13aea47b45ada86bfbce,USDC WETH PSP,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48 0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2 0xcafe001067cdef266afb7eb5a286dcfd277f3de5,USDC-PSP-0.003(usp3) USDC-WETH-0.0005(usp3),0x2739b0a16e169d2f14177a8e5efb3585eb99ced2 0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640
16087067,0x6e60bf0dff1d61523e1f1790ca2373d73057f0e683c687638b99793959ea1b0b,BNT WETH PSP wNXM,0x1f573d6fb3f13d689ff844b4ce37794d79a7ff1c 0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2 0xcafe001067cdef266afb7eb5a286dcfd277f3de5 0x0d438f3b5175bebc262bf23753c1e53d03432bde,wNXM-WETH(usp2) WETH-PSP(sush),0x23bff8ca20aac06efdf23cee3b8ae296a30dfd27 0x458ae80894a0924ac763c034977e330c565f1687
